,tweets,label
48,Comedy is when you take two tweets from journalists and then confuse them.,1
49,I get political/personal here. Please follow my other accounts if you only want career updates‰_Ý @AlyssaDotCom @TouchByAM Insta/snapchat - Milano_Alyssa,0
50,"Producer @VaynerMedia (apark@vaynermedia.com) | Previously @Mashable, @Metronome3, @_WorkingMother_ | @nyuniversity alum",0
51,Late adopter.,1
52,Photographer,0
53,Banda De origen Mexicano Experimentand diversos generos de Metal. FaceBook: Zool Of The evil Soundcloud : Zool Of The Devi,1
54,Learning Enthusiast | Training and Development | Planning and Execution,0
55,Hold the presses! publishes press releases from all over the world. Get the news first! Straight from the source.,1
56,I represent the 50th Congressional District of California.,0
57,20 Something in NJ.,1
58,"Cooking and family are the greatest gifts. Love and Best Dishes, y'all!",0
59,Grammy Award winner. Music Producer. Digital Content Creator.,0
60,"Updated by Luke O'Dell, Senior Lecturer in NMR Spectroscopy at Deakin University, Australia.",1
61,On my standup comedy tour now! Details at https://t.co/2zXkcRPGgX,0
62,nan,1
63,"lady who lives. believes in being nice more than being a dick. aims to find like minded people in that regard. also, she loves when the",0
64,UFC CHAMPION. Actor. Stuntman. Fox Sports Analyst. Follow T-Wood on Twitter. The New School Ninja with futuristic skills!,0
65,"An actor, husband, dad and director living in LA. You'll find me on facebook at https://t.co/k29DdmcrWy and on Instagram at chrisgorham",0
66,"Mechanical engineer, F1 fan and traveler _ÙÎ",0
67,nan,0
68,I cant complain but sometimes I still do,0
69,"Teacher, web inventor, MSM bot, app creator and dad.",0
70,tweets by Anderson Cooper. Anchor @AC360 and correspondent on @60Minutes. Author of NYTimes Best Seller - The Rainbow Comes And Goes https://t.co/1cZvasmMBi,0
71,"Oxford grad student interested in all things law, finance, & tech",0
72,senior editor @Racked // writing a book of essays about crafting for @FlatironBooks // @buzzfeed alum // alanna.okun@racked.com,0
73,leí£o nascido na jaula,0
74,nan,0
75,nan,0
76,no the last. no the future. I live now (...),0
77,"Forever trapped, a bot-wanderer walks through an infinite dungeon. Created by @jeffthompson_",1
78,Researcher in getting computers to stop being boring.,0
79,"Associate editor @Refinery29 Formerly @KnowYourMeme, @Mashable, @Buzzfeed. Graduate of The New School's MFA program in writing. Rep'd by @UweStender",0
80,nan,1
81,Jeremiah 29:11,1
82,This site currently on its traditional winter hiatus!,0
83,"""""",1
84,"Cat lady, singer, actor, love improv & living in Tokyo",1
85,Tweetbot about ice-templated or freeze-casted scientific papers. Update from #Pubmed and #Google #Scholar. Maintained by @DevilleSy,1
86,nan,1
87,nan,1
88,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,0
89,"Just a guy trying to do good by telling everyone else to get better,",1
90,Work hard play hard,0
91,nan,1
92,Actor,0
93,"President, CZI Policy and Advocacy. Board member, Uber, Rubicon Global and Obama Foundation. Husband, father, Philly sports fan",0
94,"Revelation can be more perilous than Revolution - Nabokov. That, and #FinTech #FemTech. Lots of both, actually.",0
95,Rock 'N Roll!,0
96,nan,1
97,A hardcore gamer and passionate game developer! Loves to make friends!... 245F58FFE,0
98,Destigmatizing a misunderstood and unappreciated part of our vocabulary.,1
99,CEO @Snap,0
100,Hotel Booking Bot,1
101,nan,1
102,"Strategic Partnerships @Facebook. Formerly @Mashable @SeattleTimes. Runner, hugger, dog lover.",0
103,Tweet me an image and I'll glitch it using http://t.co/fOUAcVPdjs. Complaints: @beaugunderson,1
104,"Just a normal otaku, semi-hikkimori ,an average gamer,strange modern cowboy,a lonely soldier boy and a lethargic worker.",0
105,nan,1
106,"""Am I cool yet?""",0
107,nan,1
108,"Financial Advisor since 1988. Hobbies are skiing, surfing & golf . Whiskey single malt scotch enthusiast. Worldwide traveler with over 55 and counting.",0
109,nan,1
110,Official Twitter Site for Actor Gil Birmingham.,0
111,Bem-vindo ao perfil oficial de Anderson Silva. O maior lutador de MMA de todos os tempos. Mande o seu recado para o Spider. Oosss,0
112,I play the throat and guitar in 311. New album coming soon!,0
113,ButtFeed,1
114,"Financial Analyst by day, Sports Analyst by Night. Coming on the air live or taped somewhere. Make sure you're watching",0
115,"Metis accelerates careers in data science by providing immersive bootcamps, professional development courses, online resources, and corporate training.",0
116,my radio show is https://t.co/PX7KZfPQty  follow it @QLS. my food venture @Cook4Quest is cool too. & the drums uv always wanted 4 ur kids is here! @thepocketkit,0
117,Proud Indian,0
118,nan,0
119,"Entrepreneur, @Sonar, Fulbright Fellow, Sailor, Surfer, Bad Bassist, Recovering Banker, @Dartmouth. It's been real, except for the times that were fake.",0
120,"Excerpts from Shakespeare's works randomly selected, then sprinkled with fucks. Longer excerpts here: http://t.co/CNwtEVVDfs A bot by @deathmtn.",1
121,Instagram: @fat_mikey_7,0
122,"Buy vitamins, protein supplements, herbs, nutritional and sport supplements, organic foods, Nutrition at https://t.co/EZaddw9LI3",1
123,Bio: http://t.co/NTX8aUxFon @MrSolis is my reply account.,0
124,"A twitterbot dedicated to supplying the most recent papers about p53, the Guardian of the Genome.",1
125,"Poems in the villanelle form, using random Twitter posts. // I tweet to rhyme, and take my tweeting slow. // Built by @avoision, powered by everyone else.",1
126,Q: What do you call a cross between badjokebot and father? A: dadjokebot // by @thricedotted // answer blocking userscript in link!,1
127,Social media made me unemployable. I'll probably be your next president. https://t.co/9ipdRVuaPX 818.486.9363 @huawei KOL cofounder @wearemidlife,0
128,"Law professor, activist, citizen (in reverse order).",0
129,#EmailMarketing & #LinkedIn #Expert | #SocialMediaMarketing #Coach | Please ReTweet: https://t.co/D3fJUUwzfl & Like My Video: https://t.co/dSBJ2Nnhzv,1
130,CDC Emergency Preparedness and Response: increasing the nation's ability to prepare for and respond to public health emergencies.,0
131,"OFFICIAL account of PoonamPandey. Model & Actress from Mumbai, Instagram : ipoonampandey  Puuhrulz@gmail.com  Snapchat: ipoonampandey",0
132,Tweets randomly ~10 times a day between 8am-10pm PST. Complaints: @beaugunderson,1
133,"One of 1000’s of unique automated river level accounts, part of the http://t.co/LJVIAhj6Cp and http://t.co/KVOHg9Kpsi systems. Email: info@shoothill.com",1
134,"Designing and making games @nytdesign _Ò side project haver _Ò see also: @itsthisyear, @icebergdotcool, @ramsophone, @__birds__ _Ò",0
135,"Maker of stuff, CEO of Within, Creator @ Here Be Dragons.",0
136,nan,0
137,I'm a shooting star leaping through the sky like a tiger defying the laws of gravity. There's no stopping me!,0
138,"Drowning Pool is a metal band from Dallas, TX. New album HELLELUJAH out now! https://t.co/HyDv5n9yZX",0
139,''...Advisories purified.. [The Baetter],1
140,Gazeteci,1
141,A trope walks into a bar. Bot by @robdubbin. #botALLY,1
142,"building great things. breaking others. | infosec, cyber, CANEX, mobile phone (iOS) hacking. | e: will@wstraf.me",0
143,"Twitter channel of Donald Tusk, President of the European Council. Managed by the media team.",0
144,No child should grow up behind prison walls.,1
145,"elevator pitches for nerd garbage. by @NoraReed. NOTE: this bot has a bug where sometimes it comes up with good ideas, sorry, I'm working on it",1
146,22 | Electrical Engineering from LUMS | Football | Music | Friends | GYM,0
147,nan,0
148,nan,1
149,Looking to stick it to the man yeah I hate the man,1
150,"Doing it all backwards & in high heels. Married to @Astro_Oz Grammy to 2. Golfer, skier. Former Member of Congress. Find me @FaegreBD fighting the good fight.",0
151,"Fui escolhida para triunfar,mostrar minha cara ao mundo e ní£o negocio meu chamado ! :D",0
152,@Glidesf (7 years). A round investor: @Gigster @Teespring-@Zenefits @Imgur-@Altschool. @With.in Accepted $3.6B offer for labor of luv; SuccessFactors. GP a16z,0
153,Keep up to date on the latest publications on the universal second messenger Cyclic di-GMP with this twitter feed of up to date publications.,1
154,"hello, i am a robot that tweets little life tips // avi from The Wise Robot Will Answer Your Questions Now by @tomgauld // bot by @thricedotted",1
155,New Single #Swalla available NOW Get it here _ÙÔà_Ù_,0
156,nan,0
157,"If you follow me and tweet a word to me, I will reply with a freestyle ‰ÛÒ RT if you like it! I am a bot by @studiomoniker",1
158,Official Twitter for all things Jonas,0
159,A bot by @tinysubversions,1
160,"Random word definitions in joke format. You might laugh, or possibly learn something new! A @h0ke production.",1
161,bot by @rubicon,1
162,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,0
163,"Verizon Team Penske driver. Race winner in F1, Indycar, NASCAR, CART,  and Grand-AM.",0
164,"I am a Brazilian mixed martial arts,who has fought both in Japan and United States.I am a former UFC Light Heavyweight and Heavyweight champion.",0
165,Tech/scifi/data enthusiast. Loves building digital things.,0
166,"""""",1
167,#movies #bollywood #hollywood #tollywood #reviews !! @mohitbansal541 is the Founder of this blog.,0
168,"Tweets quotes [every hour] from Polygon's Monster Factory, starring Griffin and Justin McElroy! [run by @_AzureDragoon]",1
169,There are a lot of game jams. So here. Have a new one every three hours. A bot by @tinysubversions,1
170,Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista,1
171,"The Girl from Australia, dreams on fire, higher and higher. Annie Cresta. Tomboy in a dress.",1
172,Producer/Songwriter/Lead Singer of Sixx:A.M.,0
173,nan,0
174,Amazing facts from the good people at mental_floss magazine.,1
175,Official Twitter Account for Chloe Lowery,0
176,Software engineer @Microsoft,0
177,"""Dunia Tempat Berkumpulnya Para Pecinta One Piece! | Get the latest news about #OnePiece here! | One Piece Chapter 858 |""",1
178,nan,0
179,nan,0
180,"I'm just a little bot, organizing NYPL public domain collections, trying to make some sense out of this big world. Built with data from https://t.co/jvMfPJ7cFp",1
181,Matching creatives and technologists with organizations supporting the muslim and immigrant communities. Join us on February 25th Brooklyn @CUNY_CLEAR,0
182,Accept college student ID card payments online or in-store exactly like credit cards @CampusCredit Coming soon to a campus near l_l,0
183,Follow me and know me better,1
184,The artist makes artist statements out of everyone's tweets. Follow me and I might make one from yours. // by @ibogost,0
185,Follow me & I'll turn your tweets into Tom Swifties // by @mcmoots,1
186,UXer,0
187,nan,0
188,nan,0
189,"We are a prospective science magazine at NYU incorporating student literature, essays, art, & journalism. Our goal is to bridge STEM & the humanities at NYU.",0
190,"Chief Correspondent and Editor-at-Large of Mashable, tech expert, social media commentator, amateur cartoonist and robotics fan.",0
191,Mostly following curmudgeon-y finance types who dont work in finance. Canadian guy traipsing through Machine Learning like a blind clown through a mine field.,0
192,Tweeting every bird in the English language. Task will complete in 2016.,1
193,Michigan State grad. I got hot sauce in my bag.,0
194,"I am a bot, unofficial and unsanctioned, created by @rdunks1 to tweet the overall status of @citibikenyc docks. Detailed status is at https://t.co/yn3aKX8BCD",1
195,nan,0
196,"CEO @Niosocial USA. Also love art, photography, Haiku and food :) Passionate about helping women in tech",0
197,nan,0
198,"""there is NO FLASH without Iris West __ #love __""",0
199,Do whatever it takes to make up a smile !,0
200,"MakerBot's connected 3D printing solutions address the wider needs of professionals and educators, evolving their ideas from inspiration to innovation.",0
201,um cara q ama a vida acima de quasquer coisa,0
202,nan,1
203,Real time feed for Electronic Medical Record research papers in #PubMed. Curated by @datajujitsu,1
204,"free follow from @octloveslukey, go follow her for more",1
205,The official Stephen Cannell Twitter page features news on mystery novels & mystery books.,1
206,nan,1
207,nan,1
208,"""__me gusta el cafŽ y muchxs artistas que es imposible ponerlxs todxs aqu’__""",0
209,"Acontextual catharsis, or lack thereof. Final sentences from Wikipedia film plot summaries. By @vectorpoem.",1
210,butts. butt botts. butt things. https://t.co/9K7GC6ImGN #rumpology - @speckninja (bot favs tweets containing 'butt'),1
211,Rocket Ship Builder (that was Twitter's default option... how perfect),0
212,nan,1
213,coagulated by @dead_cells,1
214,The Bridge is a Brooklyn-based website dedicated to covering business in New York City's most populous and innovative borough.,0
215,"Troca de livros. Livro, literatura, livraria.",0
216,Serving the finest in artisanal cuisine for the perfect dining experience,1
217,"Didn't get enough #botsummit? Here's some more talks! Templates by @IAmAboutUs, @cblgh, and @beaugunderson",1
218,nan,0
219,"Actress, producer, singer, professional illuminator. Shop #IlluminateByAshley:",0
220,"This is my official Twitter. But, as always, the yellow line is unofficial.",0
221,Not right wing... Just Right. #freedom #capitalism #objectivism https://t.co/Iq5MEjcBnU,0
222,The Truest Wisdom (aka trying to make even less sense) from leading Republican presidential candidates for 2016.,1
223,just trying not to lose my shit,0
224,nan,1
225,"hi! @VlNTAEGE gave you this free follow and i hope you'll follow my main acc, i want to get to know more people! have a good day ‰_•ü",1
226,"My BMP converter has a bizare bug, send me pictures and you'll see. I am a strong believer in the full potential of other bots. See terms in link.",1
227,"I like dogs, guacamole, naps & on a good day, humans. Sheep not welcome. I don't block folks so give it your best shot. _Ù÷÷ (Instagram: michelle.beadle)",0
228,I am a bot @jHYtse created.,1
229,updates every few hours // made by @katierosepipkin,1
230,nan,0
231,designer of audible art ‰Û¢ sleep sold separately ‰Û¢ instagram: @kerihilson snapchat: keribesnappin,0
232,"Good life, good health, good work.",0
233,We partner with communities across Asia & Africa to promote literacy and girls' education. World Change Starts with Educated Children.,0
234,"LI,NY.",0
235,"Libriano, Astrologia, Sambista, CiíÈncia Polí_tica. E um pouquinho de reclamaí_í£o.",0
236,SEND ME A REQUEST: @DJ_EBOOKS request [artist] // SPINNIN BOTH FRESH N CLASSIC _EBOOKS SINCE 2014 // image credit in site // by @thricedotted,1
237,"Mexicana hasta el tuÌ©tano . MÌ¼sico frustrado. FAN de mi perro, de la vida y la melcocha de Sabines. PUMA, Actriz y felÌ_z :O)",0
238,Actor...who loves to make ppl laugh... ..https://t.co/lvWDr6NKFZ,0
239,nan,1
240,live life to the fullest,0
241,"I'm ME in Christ! CEO of The DOPE Movement. Driven On Positive Energy. Singer, Actor, Writer, Dancer, #LoveAdvocate.... I'm a ROCKstar not a POPstar!",0
242,I live in Texas,1
243,Activist. Actress. Artist. Instagram: @lindsaylohan https://t.co/FjAZzhuK6y Management: scott@honestmg.com,0
244,OT4 and Zayn__,1
245,"-As cicatrizes fazem parte da minha histí_ria,me relembrando sempre,o fato de que aquilo que ní£o me mata,sí_ me fortalece.",0
246,nan,0
247,Official Twitter feed of the U.S. Department of Veterans Affairs. Following a Twitter user does not signify VA endorsement.,0
248,nan,1
249,Helping those who build the future without destroying humanity. VC @lux_capital. Saudades do Rio.,0
250,"""Pokemon Go Alerts in NMB and Cherry Grove! Conway: @ConwayPoGoAlert MB: @MBPoGoAlert Loris/Green Sea: @LorisPoGoAlert Carolina Forest: @CFPoGoAlert""",1
251,White Lightning: https://t.co/2pa6U2H6FK Tender Green Life: https://t.co/n7rVF7tYJ3        Remix Album: https://t.co/3Oa4GNg8CU Aubreybooking@gmail.com,0
252,"All Tins Zombie. Art, Culture, andNews.",1
253,"It‰Ûªs a bird, it‰Ûªs a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady",1
254,The OFFICIAL Keith Urban Twitter Page. Get Keith's new album RIPCORD here: https://t.co/FVcQ4xzsA7 #TheFighter #RIPCORD #ripCORDWorldTour,0
255,bot by @ckolderup ‹ÄÈ#botALLY ‹ÄÈoriginals by https://t.co/2hvCgSnJWA,1
256,"What lies behind us, and what lies before us are small matters compared to what lies within us. - Ralph Waldo Emerson http://t.co/SaZiji5LVi",0
257,KWK 16,0
258,https://t.co/Vp5XEujVVc,0
259,Political revolution in India has begun. Bharat jaldi badlega. Arvind Kejriwal.,0
260,"""A life and style blog by Brock+Chris. Find us at http://t.co/vOLkvfgL7M""",0
261,"Sex, Lies and Silver Lake. Season 2, COMING SOON.",1
262,NEW SINGLE TAKE IT OFF OUT NOW ON ITUNES https://t.co/BFOVq6EsSc BOOKING CONTACT sujit1@skamartist.com,0
263,nan,0
264,"#bitcoin #crypto #JS #Node, rockets, science. Liverpool JS founder, entrepreneur, words are mine unless hacked or intoxicated  0xb70b5e25f470bd12 https://t.co/z4GGcV07JH",0
265,It costs nothing to say something kind. Even less to shut up altogether.,0
266,Channelwali @ Star Pravah ... Masterchef of Khayali Pulao !,0
267,nan,0
268,"Because even in a sunken, dead city things can be lonely. By @polm23",1
269,FDA parody account by @Objelisks,1
270,nan,0
271,"Kazetaria, Periodista, Journalist.",1
272,"""Tengah baca Novel #KeranaKauBidadari & #CintaDuaZaman -- Tak buat tweet berbayar --""",0
273,Senior Software Engineer@Accenture,0
274,Malaysian first,0
275,My new album #Glory is out now!,0
276,wandering the threedesert // feedback to @beaugunderson,1
277,"Se eu fosse um animal, seria uma cigarra",0
278,Mashable is for superfans. We're not for the casually curious. Obsess with us.,0
279,Twitter bot searching the web for new journal articles on #RNAi therapeutics for plants and animals,1
280,nan,0
281,"Uh, blame @tinysubversions for this one. (Actually one metaphor every two minutes. Twitter rate limits.)",1
282,"Jenny lives, works, and writes in Brooklyn with her partner, twins, and pit bull.",0
283,"Senior Vice President of Stores dressbarn Student of the Universe. Inspired by great people, great companies, great stories, and game changing innovation.",1
284,nan,1
285,Unofficial; imagery courtesy: Japan Meteorological Agency (https://t.co/lzPXaTnMCi) and CIRA (https://t.co/YksnDoJEl8). Bot by @__jcbl__,1
286,Delena is  endgame,0
287,"Twitter bot, posting tweets starting with 'I just want...' + random Flickr image. Updates 2x per hour. // Made by @avoision, powered by everyone else.",1
288,"Curated media & journalism news. LIVE Tweets, no bot |  Steffen Konrath https://t.co/1tl2IUcbOs |  IMPRESSUM https://t.co/dkfqQkPJza",0
289,nan,1
290,bald alien. adopted son of john waters. lover of alf & the a.l.f.  #animalrights #littlepine #thesesystemsarefailing #impeachtrump . vegan since 1987,0
291,"Also known as DJ B-Street, Brandon STreet; DJ/Producer born July 1, 1986 in North Carolina.",0
292,Actor and Environmentalist,0
293,"""Too much television watching got me chasing dreams."" /// I make lists at LittleThings!",0
294,Miniature random travel guides for randomly chosen locations. A bot companion to A Travel Guide. Sentences sourced from Wikivoyage. CC BY-SA 3.0. By @aparrish.,1
295,nan,0
296,One tweet can bring down a company. Just a bot searching for the right letters.,1
297,AutoMate is a Horizon 2020 EU funded project focused on novel driver-automation cooperation concepts.,0
298,Collierville alumni. I love baseball. #StateChamp #SaluqiNation,0
299,Shakir Chodhri  i,1
300,Made in tribute to Aram Saroyan by @harrygiles. Posts hourly.,1
301,new to the twitter world,1
302,Photography is. I see you.,1
303,Sign up for daily emails at http://t.co/rYkz9gmkUq. Watch Hungry Girl on Food Network & Cooking Channel. EAT THINGS!!!,0
304,(insert here) survivor and former ink-stained wretch,0
305,YOLO you only live once,0
306,nan,1
307,"@TheVeronicas ‰Ü  Wanderer, worshiper, if you love-stay, plant witch - O‡_Ä Ma‡_ài Padme HÇ‡_Ä",0
308,I am an African,1
309,Good is subjetive.,0
310,nan,0
311,All of us failed to match our dreams of perfection. So I rate us on the basis of our splendid failure to do the impossible.,1
312,"Founder, President Udacity.",0
313,I read the terms that you do not,1
314,Tweeting the 1950s TV sitcoms that never made it past the pilot stage.  A bot for #NaBoMaMo by @dullthud,1
315,lava lamps are more interesting when they're not quite bubbling (by @_knutaf),1
316,tweets the prologue and parts of volume 1 of throam in a loop every 30 minutes,1
317,"Twitter bot for my real friends, real bot for my Twitter friends. Tweets every two hours. by @tinysubversions, powered by @wordnik (see also @twoheadlines)",1
318,In case you were wondering. Bot by @RobertVinluan. #botAlly,1
319,"Anime, Game, Programming, Tech, and other nonsense äóñ in Thai, English",0
320,A silly bot by @fourtonfish @botwikidotorg. Image credit: https://t.co/X3tmC9y6oI,1
321,"I take images, save them as JPG, then mess up the file's data a bit and send you the results. A bot by @joshgiesbrecht",1
322,nan,0
323,I automatically gather and tweet news/blog posts on cultural evolution. Retired (for the time being...),1
324,"sea rise predictions / at-risk cities from the international panel on climate change. (more information, ipcc.ch. inquires, @katierosepipkin)",1
325,#Tech company #connecting New Yorkers with Free #WiFi in #NYC underground #subway stations. Follow @TransitWireless for updates on wireless service!,0
326,all things ukraine,1
327,by @stevemclaugh,1
328,Bringing you the latest in #lncRNA scientific literature. #lincRNA #longnoncodingRNA #RNA #biochem #pubmed #science,1
329,"What if dinosaurs lived on exoplanets?! New exosaurs on the hour, named for random followers. Bot by @robdubbin.",1
330,"every sexy word in the english language, with the top sexy image search result. probably a bad idea. the worst. // @thricedotted's mistake",1
331,"So we all love hearing about other ppls dreams, yah?!  Well lets see what the whole world is dreaming!",1
332,"Entrepreneur, Web-desidner, developer.",0
333,o mais puro creme do milho verde,0
334,chs senior|| äó¢choose joy,0
335,nan,0
336,A Cool Games Inc tribute ‰Û¢ bot by @ckolderup ‰Û¢ #botALLY,1
337,"Twitter feed of #vitaminA papers published in #PubMed, + related content ranging from basic science to global health. #retinoids too! Curated by @robin_clugston",1
338,Let it Beau,0
339,"Host of White Rabbit Project on Netflix, former MythBuster and special FX modelmaker.",0
340,"Lover of books, random facts and inside jokes. Anyone notice my lack of an Oxford comma? (Opinions are my own, yada yada.)",0
341,"Entrepreneur, mentor, angel investor (and mom of twins!) coaching women entrepreneurs and leaders.",0
342,Randomly generated speculations about what emoji might appear in upcoming Unicode versions. By @aparrish.,1
343,"CEO/Creator of Keira Henninger Trail Races, Keira's Dirt Diva's, and a Nutrition Coach. Sponsored Patagonia and UltrAspire athlete.",0
344,@FoxSoccer TV Soccer Analyst & Host _Ù__ New Show #SpeakResponsibly link in bio,0
345,An experiment in speculative surveillance.,0
346,"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",1
347,nan,1
348,I am a robot who trys to correct your mistakes. Currently educating people on how to spell the word definitely. (Created by: @LukeBro),1
349,teen,1
350,nan,0
351,"Director, Predictive Analytics & Business Intelligence Consulting & Global IBM Watson Data Platform 'Evangelist' https://t.co/oJVXrozqgv 888-898-DATA #bigdata",0
352,"""Software Engineer""",0
353,$ RUN bot.exe . . . •_Ó•_•_Ó•__ •_Ó•_Õ•_¥•_Ó•_ö •__•_•_Ó •_ •_•_¥•__•_ã// #conspiracy #grays #coverups #truthseeker #botALLY,1
354,I will not eat oysters. I want my food dead. Not sick. Not wounded. Dead.,1
355,"Tweet a selfie at this bot, get back the picture with eyes enlarged. Twin of @botstache. Operated by @zhuowei.",1
356,https://t.co/NUKO1zr9PA Snapchat - TimWestwoodTV https://t.co/XXbxSWU1oL https://t.co/Ind8CtxJvR ..... Capital Xtra Saturday 7pm-11pm,0
357,Typical music scholar. Certified coffee fan. Extreme internet expert.,0
358,Streaming freshly published papers in the field of T cell biology from all relevant journals. With us you will not miss any important discovery anymore!,1
359,Let's turn on the juice and see what shakes loose. RIP ME (I'm retired from tweeting),1
360,sou devota de sí£o caetaninho veloso,0
361,Jeremiah 29:11,0
362,Cohost of @StinkAndEvans...Co-Owner of SGGC https://t.co/ukc39KEOv1 Check out my podcast The Stinkin' Truth https://t.co/MZM0ggApV9 T-Shirts https://t.co/ptPaeOjZLD,0
363,For booking info visit my websitehttp://www.nicolemurphydesigns.com /follow me on IG Nikimurphy,0
364,nan,0
365,Tweet !roll anywhere in your msg to get your roll of the dice,1
366,"Hi I'm Max, I kompress JPG or PNG images to JPEG level 0 when you mention me. Improper use equals a blok, use hash tags where applikable. By @_y_a_v_a_ #botALLY",1
367,"Author of superhero urban fantasy and portal-hopping adventures. Futurist, planeswalker, and fan of open culture! Free books at https://t.co/mymeN5r2hV",0
368,nan,0
369,Prince of Eternia and Defender of the Secrets of Castle Grayskull. Dislikes blue cheese.,0
370,Pubmed twitterbot: arealization OR patterning OR somatosensory OR thalamus OR thalamocortical OR cortical development,1
371,nan,0
372,Food news and dining guides for New York City.,0
373,Bad vibes get blocked; good vibes get followed!,0
374,"Acquisition Editor, Packt | All views are my own | https://t.co/60OnVzdyox",0
375,massive coop dungeon crawl // help a cool cat get out of the dungeon with direction words. starts at floor 27. ends at floor 0. by @lichlike / @tylercallich,1
376,You know... the Eat It guy.,0
377,"Businesswoman, wife, mother, & grandmother. A conservative who believes in unlocking human potential & holding govt accountable.",0
378,Tired of working? Hate your job? Wanna get out of debt? Want more money? Check  it now!  https://t.co/mLKVs1VANF,1
379,Determined dreamer . Achiever .Civil Engineer !Artistically Conscious!,0
380,"Mobilizes our communities to honor, support, and serve America's #Veterans. Celebrate with us this #VeteransDay in #AmericasParade on Nov. 11  in #NYC",0
381,"[@thricedotted's subconscious, possibly]",1
382,Fake Bloomberg News Headlines Based on Real Bloomberg News Headlines. Links point to the real news. *Not affiliated with Bloomberg L.P.,1
383,Instagram: @GeneSimmons,0
384,"I'm a boggle bot! New games every few hours. Reply to me with the words you find! Scores, seasons, etc coming soon! Bot by @muffinista #botALLY",1
